row,country,currency, order_value_EUR , gross_profit , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
130,France,EUR,"  37,397.43 ","  6,559.51 ","  30,837.92 ",5/17/2021,Games,Hegmann Group,Othello Bowes,Avrit Chanders,PC,24-6566439
390,Portugal,EUR,"  77,087.84 ","  11,193.15 ","  65,894.69 ",5/17/2021,Other,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,51-5334556
438,Sweden,EUR,"  168,530.22 ","  31,548.86 ","  136,981.36 ",5/16/2021,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,PC,34-9966345
940,France,EUR,"  58,416.11 ","  10,339.65 ","  48,076.46 ",5/16/2021,Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,47-5051773
473,Portugal,EUR,"  137,419.30 ","  19,760.90 ","  117,658.40 ",5/15/2021,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268
996,France,EUR,"  46,296.26 ","  5,976.85 ","  40,319.41 ",5/15/2021,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084
295,Ireland,EUR,"  126,523.36 ","  20,155.17 ","  106,368.19 ",5/14/2021,Games,Gleichner-Green,Glenine Suttaby,Bunnie Tonbridge,PC,96-1698894
20,Portugal,EUR,"  156,839.31 ","  22,130.03 ","  134,709.28 ",5/11/2021,Smartphones,Stamm Inc,Celine Tumasian,Corene Shirer,PC,27-9800293
788,Spain,EUR,"  120,012.56 ","  22,250.33 ","  97,762.23 ",5/11/2021,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356
9,Portugal,EUR,"  78,461.13 ","  14,923.31 ","  63,537.82 ",5/10/2021,Appliances,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,Mobile,91-4126746
98,Portugal,EUR,"  72,857.41 ","  12,414.90 ","  60,442.51 ",5/10/2021,Clothing,Armstrong-Little,Celine Tumasian,Brynn Dempster,PC,47-9920494
486,Portugal,EUR,"  138,764.60 ","  27,350.50 ","  111,414.10 ",5/10/2021,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,79-6676714
669,France,EUR,"  60,068.71 ","  12,380.16 ","  47,688.55 ",5/9/2021,Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC,99-0862667
679,France,EUR,"  31,161.76 ","  3,860.94 ","  27,300.82 ",5/9/2021,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886
895,Portugal,EUR,"  90,994.31 ","  18,453.65 ","  72,540.66 ",5/9/2021,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,09-7835975
138,Portugal,EUR,"  95,387.89 ","  19,192.04 ","  76,195.85 ",5/8/2021,Books,Gislason-Stanton,Celine Tumasian,Aurelie Wren,PC,34-7627348
588,Portugal,EUR,"  179,184.12 ","  36,750.66 ","  142,433.46 ",5/8/2021,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC,85-1464621
124,Portugal,EUR,"  37,582.13 ","  5,614.77 ","  31,967.36 ",5/7/2021,Appliances,Hilll-Vandervort,Celine Tumasian,Smitty Culverhouse,Mobile,19-9205287
584,Portugal,EUR,"  109,713.84 ","  13,944.63 ","  95,769.21 ",5/7/2021,Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,31-7075495
807,Netherlands,EUR,"  105,678.39 ","  15,957.44 ","  89,720.95 ",5/7/2021,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309
615,Denmark,EUR,"  109,892.92 ","  20,451.07 ","  89,441.85 ",5/6/2021,Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC,82-1337530
769,Portugal,EUR,"  121,736.23 ","  15,521.37 ","  106,214.86 ",5/6/2021,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC,95-4271285
485,Sweden,EUR,"  116,548.17 ","  24,428.50 ","  92,119.67 ",5/5/2021,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC,03-3136289
447,Finland,EUR,"  133,057.07 ","  19,705.75 ","  113,351.32 ",5/3/2021,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,27-7554919
867,Sweden,EUR,"  152,747.92 ","  22,133.17 ","  130,614.75 ",5/3/2021,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,41-0722740
270,Netherlands,EUR,"  152,771.90 ","  18,347.91 ","  134,423.99 ",5/2/2021,Clothing,McClure Inc,Denice Amberg,Nero Harbisher,PC,82-4495901
461,Ireland,EUR,"  135,662.46 ","  18,897.78 ","  116,764.68 ",5/2/2021,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC,33-4102367
609,Portugal,EUR,"  134,120.38 ","  28,138.46 ","  105,981.92 ",4/30/2021,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC,63-4386955
728,Ireland,EUR,"  127,591.73 ","  18,602.87 ","  108,988.86 ",4/30/2021,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800
982,Portugal,EUR,"  131,610.37 ","  25,203.39 ","  106,406.98 ",4/30/2021,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,29-1888759
431,Ireland,EUR,"  168,178.03 ","  25,512.61 ","  142,665.42 ",4/29/2021,Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,PC,36-7597839
823,Sweden,EUR,"  97,148.34 ","  19,342.23 ","  77,806.11 ",4/29/2021,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC,44-9978904
114,Portugal,EUR,"  84,598.68 ","  12,207.59 ","  72,391.09 ",4/28/2021,Clothing,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC,98-5721101
187,UK,GBP,"  178,465.40 ","  22,183.25 ","  156,282.15 ",4/27/2021,Accessories,Romaguera-Haley,Jessamine Apark,Winny Agnolo,PC,68-8279682
944,Sweden,EUR,"  131,839.16 ","  16,466.71 ","  115,372.45 ",4/27/2021,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC,73-8632957
148,UK,GBP,"  169,262.20 ","  28,182.16 ","  141,080.04 ",4/26/2021,Beauty,Considine-Fisher,Jessamine Apark,Winny Agnolo,PC,87-0922827
275,Portugal,EUR,"  59,378.97 ","  7,202.67 ","  52,176.30 ",4/25/2021,Appliances,Schoen-Keeling,Celine Tumasian,Corene Shirer,PC,56-2783503
395,France,EUR,"  141,948.11 ","  29,000.00 ","  112,948.11 ",4/25/2021,Books,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,46-5576111
963,France,EUR,"  123,562.02 ","  20,634.86 ","  102,927.16 ",4/22/2021,Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC,67-6072579
65,Sweden,EUR,"  53,849.12 ","  6,494.20 ","  47,354.92 ",4/15/2021,Games,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC,83-9569509
272,Portugal,EUR,"  51,416.24 ","  8,077.49 ","  43,338.75 ",4/15/2021,Smartphones,"Spencer, Rogahn and Muller",Celine Tumasian,Aurelie Wren,PC,15-0224516
220,Portugal,EUR,"  148,037.71 ","  30,170.09 ","  117,867.62 ",4/14/2021,Electronics,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,10-5899580
240,Sweden,EUR,"  120,763.23 ","  24,043.96 ","  96,719.27 ",4/14/2021,Clothing,"Murray, Reichel and Nolan",Maxie Marrow,Anita Woakes,PC,79-6623911
384,France,EUR,"  162,123.74 ","  28,144.68 ","  133,979.06 ",4/14/2021,Beauty,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,94-3509391
796,Portugal,EUR,"  137,562.42 ","  25,421.54 ","  112,140.88 ",4/14/2021,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC,80-5941460
362,Portugal,EUR,"  55,166.78 ","  7,723.35 ","  47,443.43 ",4/13/2021,Books,Gislason-Stanton,Celine Tumasian,Hortense Gerring,PC,70-4650708
360,Germany,EUR,"  169,544.95 ","  31,976.18 ","  137,568.77 ",4/12/2021,Appliances,"Keeling, Monahan and Pollich",Rickard Doogood,Casie MacBain,Mobile,96-7625873
403,Portugal,EUR,"  64,192.86 ","  11,355.72 ","  52,837.14 ",4/12/2021,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,10-4704941
594,Portugal,EUR,"  112,481.44 ","  15,781.15 ","  96,700.29 ",4/11/2021,Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953
855,Sweden,EUR,"  152,522.94 ","  30,123.28 ","  122,399.66 ",4/11/2021,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC,22-6046651
380,France,EUR,"  63,298.61 ","  9,653.04 ","  53,645.57 ",4/10/2021,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Avrit Chanders,Mobile,65-5376517
937,Portugal,EUR,"  172,340.86 ","  35,777.96 ","  136,562.90 ",4/9/2021,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC,36-4321653
410,Sweden,EUR,"  33,617.03 ","  7,002.43 ","  26,614.60 ",4/7/2021,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,49-8489293
631,Portugal,EUR,"  66,146.57 ","  10,001.36 ","  56,145.21 ",4/7/2021,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,04-1808253
190,Sweden,EUR,"  92,877.57 ","  16,940.87 ","  75,936.70 ",4/5/2021,Electronics,Wisoky Inc,Maxie Marrow,Madelon Bront,Mobile,40-9497268
387,UK,GBP,"  99,114.91 ","  14,896.97 ","  84,217.94 ",4/4/2021,Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,29-8979189
711,UK,GBP,"  78,013.63 ","  13,504.16 ","  64,509.47 ",4/4/2021,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC,90-6933957
880,France,EUR,"  57,276.26 ","  8,053.04 ","  49,223.22 ",4/4/2021,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,48-2932903
28,Belgium,EUR,"  93,153.98 ","  13,451.43 ","  79,702.55 ",4/3/2021,Appliances,Armstrong-Little,Lambert Norheny,Collin Mackness,Mobile,50-0942872
4,Portugal,EUR,"  74,532.02 ","  14,779.70 ","  59,752.32 ",4/2/2021,Beauty,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC,14-6700183
105,Portugal,EUR,"  131,018.65 ","  23,098.59 ","  107,920.06 ",4/2/2021,Clothing,Hane Inc,Celine Tumasian,Brynn Dempster,PC,39-2536155
281,Denmark,EUR,"  69,017.42 ","  13,120.21 ","  55,897.21 ",4/2/2021,Electronics,Hegmann Group,Modestia Byfford,Case Desorts,PC,38-3894304
680,France,EUR,"  98,915.41 ","  13,739.35 ","  85,176.06 ",4/2/2021,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834
83,Sweden,EUR,"  113,763.38 ","  22,604.78 ","  91,158.60 ",4/1/2021,Books,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC,52-8377955
619,Sweden,EUR,"  50,646.66 ","  7,607.13 ","  43,039.53 ",4/1/2021,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,43-1236055
94,Germany,EUR,"  92,868.37 ","  13,800.24 ","  79,068.13 ",3/30/2021,Electronics,"Fisher, Morar and Skiles",Rickard Doogood,Casie MacBain,PC,88-8436664
35,Sweden,EUR,"  74,273.54 ","  12,292.27 ","  61,981.27 ",3/28/2021,Beauty,"Swaniawski, Runolfsson and Green",Maxie Marrow,Caro Morfield,PC,29-1001593
865,France,EUR,"  19,366.75 ","  3,509.26 ","  15,857.49 ",3/28/2021,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,01-6107437
245,UK,GBP,"  65,014.84 ","  11,345.09 ","  53,669.75 ",3/27/2021,Outdoors,"Dickinson, Hyatt and Berge",Jessamine Apark,Genevra Charrisson,Mobile,55-4588115
560,France,EUR,"  89,930.18 ","  11,924.74 ","  78,005.44 ",3/26/2021,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,65-0441590
986,France,EUR,"  95,307.21 ","  16,774.07 ","  78,533.14 ",3/26/2021,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC,52-0213558
223,Ireland,EUR,"  85,294.30 ","  12,632.09 ","  72,662.21 ",3/25/2021,Beauty,"Zieme, Bailey and Herzog",Glenine Suttaby,Bunnie Tonbridge,PC,47-0640313
667,Spain,EUR,"  90,926.92 ","  17,876.23 ","  73,050.69 ",3/24/2021,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC,09-9618844
33,Netherlands,EUR,"  54,566.99 ","  10,809.72 ","  43,757.27 ",3/23/2021,Smartphones,Friesen-Rath,Denice Amberg,Nero Harbisher,PC,36-3410564
896,Portugal,EUR,"  32,779.67 ","  5,979.01 ","  26,800.66 ",3/22/2021,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,16-9758497
221,Ireland,EUR,"  55,539.67 ","  9,919.38 ","  45,620.29 ",3/21/2021,Electronics,Altenwerth-Konopelski,Glenine Suttaby,Palm Wetherald,PC,10-9241948
774,France,EUR,"  99,132.04 ","  20,312.15 ","  78,819.89 ",3/21/2021,Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC,44-6408586
625,France,EUR,"  19,814.86 ","  3,027.71 ","  16,787.15 ",3/20/2021,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,84-0460695
859,Ireland,EUR,"  65,397.28 ","  11,477.22 ","  53,920.06 ",3/20/2021,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038
214,Portugal,EUR,"  60,744.83 ","  7,939.35 ","  52,805.48 ",3/19/2021,Smartphones,Gislason-Stanton,Celine Tumasian,Brynn Dempster,PC,69-4462108
437,Portugal,EUR,"  48,090.78 ","  6,049.82 ","  42,040.96 ",3/19/2021,Books,Kihn Inc,Celine Tumasian,Corene Shirer,PC,13-0740797
549,France,EUR,"  34,771.79 ","  6,262.40 ","  28,509.39 ",3/19/2021,Smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,45-5963143
329,Netherlands,EUR,"  85,237.91 ","  12,853.88 ","  72,384.03 ",3/18/2021,Smartphones,Armstrong-Little,Denice Amberg,Nero Harbisher,PC,45-8314773
573,Germany,EUR,"  86,669.23 ","  15,089.11 ","  71,580.12 ",3/18/2021,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,PC,22-4332301
843,UK,GBP,"  102,000.57 ","  14,739.08 ","  87,261.49 ",3/17/2021,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC,22-0725785
829,Italy,EUR,"  37,636.91 ","  6,789.70 ","  30,847.21 ",3/16/2021,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908
290,France,EUR,"  16,388.90 ","  2,958.20 ","  13,430.70 ",3/15/2021,Electronics,West-Cummings,Othello Bowes,Crysta Halls,PC,30-9690927
317,Sweden,EUR,"  30,975.79 ","  3,902.95 ","  27,072.84 ",3/15/2021,Clothing,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,33-4022317
811,Portugal,EUR,"  25,834.34 ","  3,384.30 ","  22,450.04 ",3/13/2021,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863
918,Netherlands,EUR,"  77,896.83 ","  15,182.09 ","  62,714.74 ",3/13/2021,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,75-7443241
48,Portugal,EUR,"  103,279.79 ","  20,945.14 ","  82,334.65 ",3/12/2021,Appliances,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,23-8271333
197,France,EUR,"  56,106.13 ","  11,024.86 ","  45,081.27 ",3/12/2021,Electronics,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC,24-3140242
422,Austria,EUR,"  51,090.76 ","  10,350.99 ","  40,739.77 ",3/12/2021,Electronics,Smith Group,Orsa Geekin,Bank Coumbe,PC,85-2223377
432,Sweden,EUR,"  42,611.78 ","  6,856.24 ","  35,755.54 ",3/12/2021,Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654
149,Sweden,EUR,"  114,427.36 ","  20,699.91 ","  93,727.45 ",3/11/2021,Other,Tillman and Sons,Maxie Marrow,Madelon Bront,PC,33-8547717
27,Portugal,EUR,"  121,318.55 ","  18,428.29 ","  102,890.26 ",3/10/2021,Electronics,"Jacobson, Marvin and Brown",Celine Tumasian,Aurelie Wren,Tablet,48-0713329
634,Ireland,EUR,"  99,887.86 ","  15,842.21 ","  84,045.65 ",3/10/2021,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,64-0103144
54,Sweden,EUR,"  54,446.50 ","  9,457.36 ","  44,989.14 ",3/9/2021,Appliances,Wunsch LLC,Maxie Marrow,Alyosha Meah,Tablet,47-5524071
210,France,EUR,"  108,713.83 ","  18,372.64 ","  90,341.19 ",3/9/2021,Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,55-1395838
239,Portugal,EUR,"  107,232.99 ","  22,025.66 ","  85,207.33 ",3/8/2021,Appliances,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,35-6942653
530,Portugal,EUR,"  19,622.59 ","  2,474.41 ","  17,148.18 ",3/6/2021,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,PC,73-4726386
998,Finland,EUR,"  74,480.56 ","  14,456.68 ","  60,023.88 ",3/6/2021,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,31-1849120
86,Portugal,EUR,"  87,513.27 ","  15,043.53 ","  72,469.74 ",3/5/2021,Books,"Lubowitz, McLaughlin and Erdman",Celine Tumasian,Corene Shirer,Mobile,16-9079414
557,UK,GBP,"  125,099.05 ","  16,625.66 ","  108,473.39 ",3/5/2021,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,30-7981953
646,UK,GBP,"  21,921.66 ","  3,119.45 ","  18,802.21 ",3/5/2021,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718
668,Sweden,EUR,"  72,757.01 ","  9,378.38 ","  63,378.63 ",3/5/2021,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,96-5143420
787,Sweden,EUR,"  90,602.07 ","  18,972.07 ","  71,630.00 ",3/5/2021,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,09-3747816
738,Germany,EUR,"  44,118.50 ","  5,867.76 ","  38,250.74 ",3/4/2021,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile,77-6124790
296,Ireland,EUR,"  63,373.72 ","  7,801.31 ","  55,572.41 ",3/3/2021,Clothing,"Dickinson, Hyatt and Berge",Glenine Suttaby,Bunnie Tonbridge,PC,92-0523700
641,Netherlands,EUR,"  102,073.04 ","  20,302.33 ","  81,770.71 ",3/2/2021,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058
718,UK,GBP,"  111,523.01 ","  13,505.44 ","  98,017.57 ",3/2/2021,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,82-4770311
995,France,EUR,"  56,118.05 ","  8,406.48 ","  47,711.57 ",3/2/2021,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,08-0446109
169,Spain,EUR,"  42,028.45 ","  5,728.48 ","  36,299.97 ",3/1/2021,Other,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,55-3118263
626,Belgium,EUR,"  46,311.34 ","  5,747.24 ","  40,564.10 ",3/1/2021,Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC,20-4568650
715,Sweden,EUR,"  79,313.86 ","  15,997.61 ","  63,316.25 ",3/1/2021,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,36-3226083
795,Denmark,EUR,"  43,609.57 ","  8,974.85 ","  34,634.72 ",3/1/2021,Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC,20-1827241
905,Portugal,EUR,"  93,902.04 ","  13,108.73 ","  80,793.31 ",3/1/2021,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,94-3251589
629,Portugal,EUR,"  40,467.85 ","  5,811.18 ","  34,656.67 ",2/28/2021,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379
832,Bulgaria,EUR,"  65,329.65 ","  12,092.52 ","  53,237.13 ",2/26/2021,Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile,91-7447818
361,Luxembourg,EUR,"  74,732.79 ","  10,634.48 ","  64,098.31 ",2/24/2021,Beauty,McClure Inc,Ilsa Kob,Jocelyn Laurentino,PC,53-2132479
483,Luxembourg,EUR,"  47,182.43 ","  6,605.54 ","  40,576.89 ",2/21/2021,Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,PC,82-0533747
731,UK,GBP,"  49,930.87 ","  9,756.49 ","  40,174.38 ",2/21/2021,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,10-5202864
397,Italy,EUR,"  44,232.84 ","  5,352.17 ","  38,880.67 ",2/20/2021,Books,Johns and Sons,Piggy Roscrigg,Joshua Prevost,Tablet,67-7432229
671,Luxembourg,EUR,"  61,374.06 ","  12,274.81 ","  49,099.25 ",2/20/2021,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,07-5296371
478,Portugal,EUR,"  105,374.44 ","  15,595.42 ","  89,779.02 ",2/18/2021,Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,PC,74-8625042
760,Portugal,EUR,"  53,485.00 ","  6,771.20 ","  46,713.80 ",2/18/2021,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC,75-6038587
400,Portugal,EUR,"  125,253.59 ","  16,984.39 ","  108,269.20 ",2/17/2021,Smartphones,"Murray, Reichel and Nolan",Celine Tumasian,Corene Shirer,PC,90-2194359
454,Bulgaria,EUR,"  126,582.50 ","  22,898.77 ","  103,683.73 ",2/17/2021,Beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,PC,93-2627296
660,UK,GBP,"  18,897.97 ","  2,428.39 ","  16,469.58 ",2/16/2021,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804
540,Finland,EUR,"  106,115.85 ","  13,052.25 ","  93,063.60 ",2/15/2021,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731
847,France,EUR,"  111,557.68 ","  19,087.52 ","  92,470.16 ",2/15/2021,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,61-0532585
219,France,EUR,"  62,788.04 ","  9,738.43 ","  53,049.61 ",2/13/2021,Appliances,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,71-2709641
569,Ireland,EUR,"  57,107.26 ","  8,874.47 ","  48,232.79 ",2/13/2021,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811
1,Sweden,EUR,"  17,524.02 ","  3,401.41 ","  14,122.61 ",2/12/2021,Books,Goldner-Dibbert,Maxie Marrow,Madelon Bront,Mobile,70-0511466
510,Portugal,EUR,"  97,514.70 ","  16,723.77 ","  80,790.93 ",2/12/2021,Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,PC,88-1349718
347,Portugal,EUR,"  98,746.66 ","  18,347.13 ","  80,399.53 ",2/10/2021,Appliances,Considine-Fisher,Celine Tumasian,Smitty Culverhouse,PC,75-7291972
136,Sweden,EUR,"  70,596.70 ","  10,031.79 ","  60,564.91 ",2/9/2021,Electronics,Hilll-Vandervort,Maxie Marrow,Alyosha Meah,PC,51-0685379
862,Ireland,EUR,"  79,375.17 ","  14,843.16 ","  64,532.01 ",2/9/2021,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180
308,France,EUR,"  32,661.62 ","  4,739.20 ","  27,922.42 ",2/8/2021,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Amelina Piscopiello,PC,24-7300640
322,France,EUR,"  77,043.84 ","  13,798.55 ","  63,245.29 ",2/8/2021,Outdoors,Armstrong-Little,Othello Bowes,Avrit Chanders,PC,91-7317758
23,Netherlands,EUR,"  17,028.19 ","  2,925.44 ","  14,102.75 ",2/7/2021,Clothing,Johns and Sons,Denice Amberg,Nero Harbisher,PC,38-5910704
535,France,EUR,"  110,878.97 ","  20,290.85 ","  90,588.12 ",2/6/2021,Appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,PC,50-8357453
341,Sweden,EUR,"  86,854.64 ","  14,635.01 ","  72,219.63 ",2/4/2021,Books,Tillman and Sons,Maxie Marrow,Tarrah Castelletti,PC,77-4566105
570,France,EUR,"  85,337.78 ","  13,031.08 ","  72,306.70 ",2/4/2021,Appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811
910,France,EUR,"  35,437.89 ","  5,025.09 ","  30,412.80 ",2/3/2021,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC,82-0616982
328,Sweden,EUR,"  149,376.26 ","  25,722.59 ","  123,653.67 ",1/31/2021,Other,"Fisher, Morar and Skiles",Maxie Marrow,Alyosha Meah,PC,52-0695511
402,France,EUR,"  157,932.84 ","  23,784.69 ","  134,148.15 ",1/31/2021,Games,"Schowalter, Lesch and Beahan",Othello Bowes,Amelina Piscopiello,PC,30-2982340
428,Sweden,EUR,"  116,469.33 ","  21,278.95 ","  95,190.38 ",1/31/2021,Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,PC,89-3466746
517,UK,GBP,"  33,724.53 ","  6,954.00 ","  26,770.53 ",1/30/2021,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621
39,Portugal,EUR,"  153,029.72 ","  27,912.62 ","  125,117.10 ",1/28/2021,Games,Friesen-Rath,Celine Tumasian,Corene Shirer,PC,51-9029547
552,Portugal,EUR,"  115,538.34 ","  15,851.86 ","  99,686.48 ",1/28/2021,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC,74-7472724
618,Bulgaria,EUR,"  122,998.65 ","  25,522.22 ","  97,476.43 ",1/28/2021,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC,70-0044622
686,UK,GBP,"  80,013.81 ","  14,426.49 ","  65,587.32 ",1/27/2021,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC,86-7866497
993,UK,GBP,"  133,696.86 ","  24,386.31 ","  109,310.55 ",1/27/2021,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,22-0156233
122,Sweden,EUR,"  69,681.43 ","  14,152.30 ","  55,529.13 ",1/25/2021,Clothing,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,78-3301264
623,Finland,EUR,"  177,464.83 ","  34,747.61 ","  142,717.22 ",1/25/2021,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC,97-5797169
